Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
5fb60430a56d353b27d4305b,Santero Coconut & Moscato,"Founded by the Santero brothers (Leopoldo, Renzo, Aldo and Adelio) in 1958, Santero wines are produced in the heart of a wine-growing region in the Italian hills of Monferrato. <br /><br />Specializing in Sparkling wines, Santero Moscato D'asti Coconut is produced using the Charmant method to create creamy bubbles and a bright palate full of tropical flavors. This refreshing sparkling wine is best served chilled with a variety of dishes, but best with desserts. Feeling adventurous? throw some into your batch of pina coladas and experience a bubbly version of this classic cocktail.<br /><br />Notes: Semi-sweet, light-bodied. Aromas and flavors of coconut, butter and citrus<br />Pairings: Grilled shrimp, custard, dark chocolate<br />Serving Suggestions: Chilled<br />Region: Italy<br />Alcohol Content: 6.5%<br />",,,"alcohol, wine, sparkling","alcohol, wine, sparkling, sparkling",TRUE,SIZE,750ml,,,,,,,shopify,71,deny,manual,9.89,6.62,TRUE,TRUE,8.00E+12,https://d3omj40jjfp5tk.cloudfront.net/products/5f6a0d2310e31a43c738fce4/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb603cba56d353b27d401a4,Luc Belaire Rare Rose,Tier 4,Luc Belaire,,"alcohol, wine, sparkling","alcohol, wine, sparkling, sparkling",TRUE,SIZE,1.5L,,,,,,,shopify,11,deny,manual,50.99,40,TRUE,TRUE,8.13E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5831dec236d5f325c901fdc9/original.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60211a56d353b27d31f15,Franzia Chablis,"A fresh white wine with light-medium body and wonderful citrus and pears flavors.
Serve with  pork,chicken and seafood.",Franzia,,"alcohol, wine, blend, white","alcohol, wine, blend, white, blend, white",TRUE,SIZE,5L,,,,,,,shopify,11,deny,manual,19.79,15.67,TRUE,TRUE,83120102793,https://d3omj40jjfp5tk.cloudfront.net/products/6167cf96b56937249f64adab/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb603a1a56d353b27d3eabd,Robert Mondavi Private Selection Chardonnay,"Robert Mondavi Private Selection Chardonnay White Wine is a rich and creamy Central Coast wine that opens to aromas of key lime pie, honeysuckle, green apple and creme brulee. With a palate of baked apples, poached pears, nectarine, peach and pineapple enhanced by notes of vanilla bean and baking spices, this chardonnay wine captures the delicious flavors from California's best coastal vineyards, earning it the gold medal at the 2017 Denver International Wine Competition. Made with chardonnay grapes influenced by coastal Pacific breezes that ensure deep and concentrated fruit flavor in every glass of wine, the majority of this California white wine is aged in French oak barrels that give it a bright and creamy finish with notes of toasted oak. Chill this Robert Mondavi wine for two to two and a half hours and enjoy with roasted chicken or pasta with cream sauce.",Robert Mondavi,,"alcohol, wine, white","alcohol, wine, white, white",TRUE,SIZE,750ml,,,,,,,shopify,18,deny,manual,9.89,7.33,TRUE,TRUE,86003461925,https://d3omj40jjfp5tk.cloudfront.net/products/60946c863bd4d230ad3d4c9f/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb603a1a56d353b27d3eabd,,,,,,,,,1.5L,,,,,,,shopify,105,deny,manual,17.59,,TRUE,TRUE,86003001497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb601aaa56d353b27d2ec0c,Highland Park Single Cask Series Wall Street 13yr Single Malt Scotch,"<p>Cask Strength - 65.2% Alc./Vol.</p>
<p>Cask No. 3002 Limited to 583 bottles.</p>
<p>First Fill American Oak Sherry Puncheon.</p>",Highland Park,,"alcohol, spirits, whiskey","alcohol, spirits, whiskey, whiskey",TRUE,SIZE,750ml,,,,,,,shopify,6,deny,manual,274.99,184,TRUE,TRUE,8.12E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5f7e16fd573b5e320040c08c/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
63e70a28669fc31169a6636f,Josh Cellars Hearth Cabernet Sauvignon California,"Bigger, Bolder, Higher Proof. Big, Rich and Velvety. This New Cabernet Sauvignon from Josh Cellars Bursts with Flavors of Blackberry, Chocolate and Roasted Hazelnut Followed by a Long Lingering Finish.",Josh,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,93,deny,manual,14.29,10.19,TRUE,TRUE,31259005317,https://d3omj40jjfp5tk.cloudfront.net/products/63f680846f97204892ac0cba/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb602a2a56d353b27d36b18,Wild Turkey 101 Proof Kentucky Straight Bourbon Whiskey,,Wild Turkey,,"alcohol, spirits, bourbon","alcohol, spirits, bourbon, bourbon",TRUE,SIZE,1L,,,,,,,shopify,61,deny,manual,29.69,22.73,TRUE,TRUE,80432555118,https://d3omj40jjfp5tk.cloudfront.net/products/56df771b69702d022e2e0900/original.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60254a56d353b27d3427d,Patron Silver Tequila,"The world’s first ultra-premium tequila, Patrón Silver should be savored from the very first sip--delicate aromas of roasted agave and fresh citrus yield to the sweet and smooth taste of this classic silver tequila, with a light pepper finish. Patrón silver represents the perfect balance of fresh agave flavor with baked agave undertones – essential notes you’ll find in all Patrón Tequilas. Patrón Tequila has always been Additive-Free because of our unwavering commitment to craft, authenticity, and integrity.",Patron,,"alcohol, spirits, tequila","alcohol, spirits, tequila, tequila",TRUE,SIZE,50ml,,,,,,,shopify,0,deny,manual,5.49,79.99,TRUE,TRUE,7.22E+11,https://d3omj40jjfp5tk.cloudfront.net/products/61680548c9aed206021098c4/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60254a56d353b27d3427d,,,,,,,,,200ml,,,,,,,shopify,0,deny,manual,16.49,,TRUE,TRUE,7.22E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb60254a56d353b27d3427d,,,,,,,,,375ml,,,,,,,shopify,1042,deny,manual,23.99,,TRUE,TRUE,7.22E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb60254a56d353b27d3427d,,,,,,,,,750ml,,,,,,,shopify,0,deny,manual,45.99,,TRUE,TRUE,7.22E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb60254a56d353b27d3427d,,,,,,,,,1.75L,,,,,,,shopify,59,deny,manual,98.99,,TRUE,TRUE,7.22E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb602e3a56d353b27d38b06,Walders Dairy Free Scotch & Coffee Liqueur,"Walders Scotch & Coffee Liqueur is a unique blend of real coffee, finest Scotch whiskey, grain neutral spirit and natural non-dairy base cream. Rich, smooth, and subtle in flavor Walders Scotch & Coffee Liqueur offers a unique flavor profile that is perfect on its own or mixed into a variety of cocktails. Did we mention, its Kosher too?<br /><br />Notes: Sweet, full-bodied. Aromas and flavors of coffee, mocha and toffee<br />Pairings: Coffee, desserts, croissant <br />Serving Suggestions: Chilled or mixed into your favorite cocktail<br />Region: Great Britain<br />Alcohol Content: 17%",Walders,,"alcohol, spirits, kosher, liqueur, other liquors, scotch","alcohol, spirits, kosher, liqueur, other liquors, scotch, kosher, liqueur, other liquors, scotch",TRUE,SIZE,750ml,,,,,,,shopify,7,deny,manual,20.89,16.5,TRUE,TRUE,87752017173,https://d3omj40jjfp5tk.cloudfront.net/products/5f072c6968e6ac7c7fe43f91/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60244a56d353b27d339dc,Malibu Pineapple Rum,"Malibu Pineapple has a light tropical taste with a genuine pineapple flavor. Light bodied with an easy going pineapple aroma and a refreshing, citrus-filled taste that finishes smooth and easy.",Malibu,,"alcohol, spirits, rum","alcohol, spirits, rum, rum",TRUE,SIZE,1L,,,,,,,shopify,1,deny,manual,25.29,19.9,TRUE,TRUE,89540463124,https://d3omj40jjfp5tk.cloudfront.net/products/5f233f01b0b69627ec370150/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60435a56d353b27d432fe,Pepperwood Grove Pinot Noir,"<b>Country: Italy</b>
 
 <div>Red raspberry jumps out of the glass, followed by aromas of toasted hazelnut from the Chilean terroir and subtle wild mushroom undertones.  Dark plum and ripe, fresh cranberry  flavors are smooth and intertwined with hints of caramel and nutmeg.

Pinot Noir pairs well with salmon or tuna and meaty white fish, lean red meats, duck, turkey, and fresh herbs like rosemary and thyme. It is also a great choice for the Thanksgiving table.</div>",,,"wine, red","wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,11,deny,manual,5.49,3.17,TRUE,TRUE,17444000220,https://d3omj40jjfp5tk.cloudfront.net/products/570097de69702d301b240000/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60431a56d353b27d4311a,Evan Williams Black Label Bourbon Glass,"Our Kentucky Straight Bourbon is full of character and simply done right. Named after Evan Williams, who opened Kentucky’s First Distillery along the banks of the Ohio River in 1783, it’s aged far longer than required by law. The result is a Bourbon that’s smooth, rich, and easy to enjoy.",Evan Williams,,"alcohol, spirits, bourbon, whiskey","alcohol, spirits, bourbon, whiskey, bourbon, whiskey",TRUE,SIZE,750ml,,,,,,,shopify,56,deny,manual,16.49,12.3,TRUE,TRUE,96749021345,https://d3omj40jjfp5tk.cloudfront.net/products/6167c2096947017a70450c55/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
627fd1922d1e0244e5db1c02,J Folk Ktl Voka Lime Soda Can,,J Folk,,"soft_drinks, soda","soft_drinks, soda, soda",TRUE,SIZE,250ml,,,,,,,shopify,139,deny,manual,3.29,2.15,TRUE,TRUE,,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb602d0a56d353b27d38237,Master Of Mixes Margarita Mixer,<div></div>,,,"alcohol, spirits, mixers","alcohol, spirits, mixers, mixers",TRUE,SIZE,1L,,,,,,,shopify,0,deny,manual,6.59,4.72,TRUE,TRUE,70491021068,https://d3omj40jjfp5tk.cloudfront.net/products/596fc829e1fff237b4cd3414/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6039ea56d353b27d3e911,Menage A Trois Cabernet Sauvignon Bourbon Barrel,"With each sip, you’ll discover how the process of bourbon barrel aging enhances the Cab’s flavors and texture. Subtle notes of vanilla, brown sugar, smoke and spices meld with thefull-bodied flavors of the wine for a truly indulgent experience. Aromas of berry cobbler lead to jammy blueberry and blackberry flavors cloaked incaramel and smoky spice on the palate. Beautifully structured with a rich mouthfeel and lingering finish.",Menage A Trois,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,12,deny,manual,13.19,8,TRUE,TRUE,99988071621,https://d3omj40jjfp5tk.cloudfront.net/products/5eb241ad9ba5c76ddd0a72a2/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
601da0f1c8cf3113984a27a5,Grey Goose Essences Watermelon & Basil Vodka,"GREY GOOSE ESSENCES is a fresh, new addition to the GREY GOOSE® family. Imagined in France, the gastronomy capital of the world, it captures the best flavors from the very best fruit and botanical ingredients. Rich, juicy rosé melon notes are combined with a pleasing garden-picked peppery basil to create Watermelon and Basil.",Grey Goose,,"alcohol, spirits, vodka","alcohol, spirits, vodka, vodka",TRUE,SIZE,1L,,,,,,,shopify,10,deny,manual,32.99,25.99,TRUE,TRUE,80480985738,https://d3omj40jjfp5tk.cloudfront.net/products/616835733d9aae7240da0db0/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60212a56d353b27d31f68,Molly's Irish Cream,"<b>Country: Ireland</b>
 
 <div>Molly's Irish Cream is a new and truly delicious blend of fresh Irish cream, aged Irish whiskey, fine Irish spirits and natural chocolate flavors.  Not only is Molly's an outstanding product in quality packaging, it comes to the market at an attractive price for the retailer and the consumer.  Simply the best ingredients used: Fresh Irish dairy cream blended with aged Irish whiskey; smooth Irish spirits, the finest natural chocolate and crystal clear Irish spring water.  The shelf life: Many cream liqueurs have a short shelf life. However, Molly's modern blending process and optimal cream content delivers a 2-year best taste shelf life. At Molly's they do not use any additives or preservatives.</div>",,,"alcohol, spirits, liqueur","alcohol, spirits, liqueur, liqueur",TRUE,SIZE,50ml,,,,,,,shopify,38,deny,manual,1.09,11.5,TRUE,TRUE,7.36E+11,https://d3omj40jjfp5tk.cloudfront.net/products/57342d1969702d3049dc0100/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60212a56d353b27d31f68,,,,,,,,,750ml,,,,,,,shopify,2,deny,manual,14.29,,TRUE,TRUE,7.36E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb60212a56d353b27d31f68,,,,,,,,,1L,,,,,,,shopify,78,deny,manual,17.59,,TRUE,TRUE,7.36E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb60212a56d353b27d31f68,,,,,,,,,1.75L,,,,,,,shopify,57,deny,manual,27.49,,TRUE,TRUE,7.36E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638a817eea2df978e27d7a77,Thomas S Moore Madeira Cask,,Thomas S. Moore,,"alcohol, spirits, bourbon","alcohol, spirits, bourbon, bourbon",TRUE,SIZE,750ml,,,,,,,shopify,1,deny,manual,82.49,59.04,TRUE,TRUE,,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
617335883bdf9952cddce828,U Laurent Perrier,,Laurent Perrier,,"alcohol, wine, sparkling","alcohol, wine, sparkling, sparkling",TRUE,SIZE,750ml,,,,,,,shopify,1,deny,manual,71.49,53.33,TRUE,TRUE,,https://d3omj40jjfp5tk.cloudfront.net/products/61749dae8d140877f35f08d4/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6028ca56d353b27d35fe8,Norton Malbec Reserva,Blackberry and spice-cake aromas announce this largely ripe Malbec. Reserva is made from carefully selected grapes from their oldest vineyard.,,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,9,deny,manual,15.39,10,TRUE,TRUE,7.18E+11,https://d3omj40jjfp5tk.cloudfront.net/products/604bfcae0f64e323fa6a315c/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
626c5c7b6731193a6bf5133d,Bogle Pinot Grigio,"Lively aromatics of Asian pear, honeydew melon and quince burst from the glass, while the crisp entry has a zing of freshly zested lemon, followed by notes of clover honey and orange blossom. Delicate minerality defines the finish: lean, fresh and inspiring.",Bogle,,"alcohol, wine, white","alcohol, wine, white, white",TRUE,SIZE,750ml,,,,,,,shopify,42,deny,manual,9.89,7.03,TRUE,TRUE,80887494017,https://d3omj40jjfp5tk.cloudfront.net/products/63d928395bb77840c4efaa13/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60335a56d353b27d3b3df,Glenfiddich 18 Year Old Small Batch Reserve Single Malt Scotch Whisky,"Glenfiddich 18 Year Old single malt Scotch whisky is ideal for a truly special occasion as it’s characterized by a remarkably rich aroma with ripe orchard fruit, baked apple and robust oak.
Best enjoyed neat, on the rocks, with a splash of water, or with club soda to expand the flavor.
For over 130 years Glenfiddich has been one of the few single malt distilleries to remain entirely family owned and our whisky has become the world's most awarded single malt Scotch whisky, a true reflection of the passion, integrity and innovative spirit championed by a traditional fermentation process that has been passed down through the generations.
Our Small Batch Reserve is a remarkable expression aged for 18 years in Spanish Oloroso wood and American oak casks. These casks are then nurtured in small batches for a further three months, for a remarkably deep, rich and complex flavor. 
Glenfiddich was founded by William Grant to fulfil a lifelong ambition of creating the 'best dram in the valley' and named 'Valley of the Deer' in Gaelic.",Glenfiddich,,"alcohol, spirits, scotch, single malt, whiskey","alcohol, spirits, scotch, single malt, whiskey, scotch, single malt, whiskey",TRUE,SIZE,750ml,,,,,,,shopify,14,deny,manual,164.99,118.79,TRUE,TRUE,83664990412,https://d3omj40jjfp5tk.cloudfront.net/products/61378b6669353d7e9714f445/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb602e8a56d353b27d38d45,Hendrick's Gin,"Hendrick's is an unusual gin created from eleven fine botanicals. The curious, yet marvelous, infusions of rose & cucumber imbue our spirit with its uniquely balanced flavor resulting in an unimpeachably smooth and distinct gin.
The Hendrick’s Rickey is a beloved, refreshing and easy-to-make cocktail. However, Ms. Lesley Gracie, chooses to drink it with club soda, elderflower liqueur and garnished with 3 thinly sliced cucumber rounds.
Hand-crafted on the Southwest coast of Scotland in the decidedly un-ginnish town of Girvan, tiny batches of only 500 lovely litres are produced at a time, which gives Ms. Lesley Gracie, our Master Distiller and the inventor of Hendrick’s Gin, greater control of her careful artistry.
Hendrick’s Gin is created via an absurdly inefficient, yet quite glorious process. In essence, to make one gin, we first create two. One on an old-fashioned pot still, yielding a rich and intricate spirit. The other on along-necked Carter Head, producing a delicate, more refined spirit. Each still is infused with an unusual symphony of 11 botanicals. The gins from the two stills are then married together and graced with refreshing infusions of Rose and Cucumber.
This odd method of making gin enables Hendrick’s to taste light, yet intriguingly complex. The result is a wondrously refreshing gin with a delightfully floral aroma, elevating any cocktail and all occasions. 
Escape the conventional, and embrace the delectable.",Hendricks,,"alcohol, spirits, gin, gluten free","alcohol, spirits, gin, gluten free, gin, gluten free",TRUE,SIZE,375ml,,,,,,,shopify,0,deny,manual,20.89,36.79,TRUE,TRUE,83664873449,https://d3omj40jjfp5tk.cloudfront.net/products/56c7e88769702d6e39170000/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb602e8a56d353b27d38d45,,,,,,,,,750ml,,,,,,,shopify,24,deny,manual,38.49,,TRUE,TRUE,83664990436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb602e8a56d353b27d38d45,,,,,,,,,1L,,,,,,,shopify,25,deny,manual,49.49,,TRUE,TRUE,83664868780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb602e8a56d353b27d38d45,,,,,,,,,1.75L,,,,,,,shopify,29,deny,manual,68.19,,TRUE,TRUE,83664869756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fcbd688d156b44ab92914a7,Grgich Hills Chardonnay,"Miljenko “Mike” Grgich has been called “The King of Chardonnay” since the winery began in 1977, and you can taste why in this classically-styled wine. The Chardonnay did not undergo malolactic fermentation, preserving its natural acidity. The wine displays ripe peach, mango and tropical flavors, with a note of minerality.
Enjoy with fresh seafood, roasted chicken, grilled pork, and creamy cheeses.",Grgich Hills Estate,,"alcohol, wine, organic, white","alcohol, wine, organic, white, organic, white",TRUE,SIZE,750ml,,,,,,,shopify,2,deny,manual,38.49,28,TRUE,TRUE,47156107504,https://d3omj40jjfp5tk.cloudfront.net/products/566fc8957562757006ab0300/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6041ba56d353b27d42735,La Marca Prosecco,"La Marca Prosecco has a pale, golden straw color and sparkles with lively effervescence. Opening with aromas of fresh-picked citrus and honeysuckle blossoms, the crisp, clean palate brings fruity flavors of green apple, juicy peach and ripe lemon, framed by hints of minerality. The finish is light and refreshing with a tantalizing hint of sweetness.",La Marca,,"alcohol, wine, sparkling","alcohol, wine, sparkling, sparkling",TRUE,SIZE,750ml,,,,,,,shopify,196,deny,manual,17.59,12.61,TRUE,TRUE,85000017739,https://d3omj40jjfp5tk.cloudfront.net/products/626f87d7e4285b4fb92944cc/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
623dd77764403304107818b6,Hit & Run Domican Rum 8 Years,,,,"alcohol, spirits, rum","alcohol, spirits, rum, rum",TRUE,SIZE,750ml,,,,,,,shopify,18,deny,manual,39.99,33.25,TRUE,TRUE,4.76E+12,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60115a56d353b27d2a0b7,Ouzo 12,"<b>Country: Greece</b>
 
 <div>Ouzo 12 is the number one export ouzo in the world. Its delicious aroma and taste immediately transport the drinker to sunny Greece. Made according to the original recipe dating back to the 1880s, Ouzo 12 is produced using a unique blend of aromatic seeds, fruits and herbs combined with alcohol from molasses and non-synthetic anethol. Double-distilled to ensure the purest and finest product, Ouzo 12 goes through 16 successive pot stills before it is poured in your glass! Buy Ouzo 12 online now from nearby liquor stores via Minibar Delivery.</div>",,,"alcohol, spirits, liqueur","alcohol, spirits, liqueur, liqueur",TRUE,SIZE,750ml,,,,,,,shopify,11,deny,manual,18.69,14.4,TRUE,TRUE,7.21E+11,https://d3omj40jjfp5tk.cloudfront.net/products/5aac0a7bf4a6613bee4485fb/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb601a3a56d353b27d2e830,19 Crimes The Uprising Red Blend Aged in Rum Barrels,"A go-to wine that tastes more expensive than the price tag. The Uprising is a hand-crafted wine aged 30 days in rum barrels, paying homage to the prisoners' Rum Rebellion. Packed with oaky vanilla and dark berry flavors.",19 Crimes,,"alcohol, wine, blend, red","alcohol, wine, blend, red, blend, red",TRUE,SIZE,750ml,,,,,,,shopify,58,deny,manual,10.99,7.33,TRUE,TRUE,12354001930,https://d3omj40jjfp5tk.cloudfront.net/products/59f4d79232339937d4363bad/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60372a56d353b27d3d3a1,Master Of Mixes Mojito Mixer,,Master Of Mixes,,"soft_drinks, mixers","soft_drinks, mixers, mixers",TRUE,SIZE,1L,,,,,,,shopify,10,deny,manual,6.59,4.72,TRUE,TRUE,70491225015,https://d3omj40jjfp5tk.cloudfront.net/products/57342d7c69702d30496b0200/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
62b3a106a9d2a32a948f8ad9,Heaven Hill Bbn 17y 118.2,,,,"alcohol, spirits, bourbon","alcohol, spirits, bourbon, bourbon",TRUE,SIZE,750ml,,,,,,,shopify,1,deny,manual,2199.99,209.24,TRUE,TRUE,,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
60e88e74e94bff0f24baf48b,Cray Fish Cove New Z Sauvignon Blanc,"<p>Small production. Only 5,000 bottles produced.</p>",,,"alcohol, wine, white","alcohol, wine, white, white",TRUE,SIZE,750ml,,,,,,,shopify,5,deny,manual,13.19,9.33,TRUE,TRUE,9.42E+12,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
6211287bdb109f580f9f9aa0,Yarden Syrah Baron Vineyard,,Yarden,,"alcohol, wine, ","alcohol, wine, , ",TRUE,SIZE,750ml,,,,,,,shopify,9,deny,manual,82.49,58,TRUE,TRUE,,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60112a56d353b27d29f42,Almaden Moscato,"Delicate, yet full flavored. Fresh fruit flavors of guava and flavors of Bartlett pear are perfectly balanced with a refreshing acidity.",Almaden,,"wine, white","wine, white, white",TRUE,SIZE,5L,,,,,,,shopify,30,deny,manual,19.79,15.14,TRUE,TRUE,80120000289,https://d3omj40jjfp5tk.cloudfront.net/products/6167d6d1af1547585782e66f/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
6430392c6382f16306695703,Monte Maria Prosecco,,,,"alcohol, wine, sparkling","alcohol, wine, sparkling, sparkling",TRUE,SIZE,750ml,,,,,,,shopify,112,deny,manual,10.99,7.33,TRUE,TRUE,,,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60436a56d353b27d433a3,Christian Brothers Brandy Frost White,CHRISTIAN BROTHERS FROST750ML,Christian Brothers,,"alcohol, spirits, brandy","alcohol, spirits, brandy, brandy",TRUE,SIZE,375ml,,,,,,,shopify,26,deny,manual,6.59,7.48,TRUE,TRUE,86036860634,https://d3omj40jjfp5tk.cloudfront.net/products/6015e526fd1c931206991e83/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb60436a56d353b27d433a3,,,,,,,,,750ml,,,,,,,shopify,0,deny,manual,10.99,,TRUE,TRUE,86036860627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb6035ba56d353b27d3c7a6,Yellow Tail Pinot Noir,"Soft and velvety, with notes of cherries, red berries and a hint of sweet spice. Enjoy with picnic food or just relaxing after a long day.",Yellow Tail,,"alcohol, wine, red","alcohol, wine, red, red",TRUE,SIZE,750ml,,,,,,,shopify,19,deny,manual,6.59,4.67,TRUE,TRUE,31259018492,https://d3omj40jjfp5tk.cloudfront.net/products/5ac6a9103313b8760f06d69d/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb6035ba56d353b27d3c7a6,,,,,,,,,1.5L,,,,,,,shopify,59,deny,manual,10.99,,TRUE,TRUE,31259032658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb60310a56d353b27d3a189,Christian Brothers VSOP Brandy,"The Christian Brothers V S Brandy is distilled using the same time-honored pot still production method used with fine Cognacs. This exceptional American Brandy is then aged for 3 to 6 years in oak barrels. Hand selected barrels are then carefully blended to create unequaled smoothness and full-bodied taste in a brandy that is imbued with layers of well-balanced fruit flavors and a warm, lingering finish.",Christian Brothers,,"alcohol, spirits, brandy, vsop","alcohol, spirits, brandy, vsop, brandy, vsop",TRUE,SIZE,750ml,,,,,,,shopify,3,deny,manual,14.29,9.36,TRUE,TRUE,86036710946,https://d3omj40jjfp5tk.cloudfront.net/products/588286c039e21c5643e415bd/original.jpg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
5fb601daa56d353b27d3050d,Bottega Vinaia Pinot Grigio,"Refreshing, clean, full. Apple, lemon, peach, herb, floral nose; palate adds tart pineapple, pear, melon, stone fruits. Richer than usual for this grape, due to skin contact.  Estate grown by two families for Cavit, made and bottled separately. Aperitif, seafood, cheeses, salads.",Bottega,,"alcohol, wine, white","alcohol, wine, white, white",TRUE,SIZE,750ml,,,,,,,shopify,117,deny,manual,13.19,10,TRUE,TRUE,86785211626,https://d3omj40jjfp5tk.cloudfront.net/products/56ca398d69702d4cf20d0000/original.png,1,,FALSE,,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,active
